customer_id,signup_date,billing_date,plan,region,payment_success,discount,revenue
C00550,2024-10-26,2024-11-25,Standard,Port Harcourt,1,0,8000
C00550,2024-10-26,2024-12-25,Standard,Port Harcourt,1,500,7500
C00551,2024-04-15,2024-04-15,Standard,Lagos,1,500,7500
C00551,2024-04-15,2024-05-15,Standard,Lagos,1,0,8000
C00551,2024-04-15,2024-06-14,Standard,Lagos,1,0,8000
C00551,2024-04-15,2024-07-14,Standard,Lagos,1,0,8000
C00551,2024-04-15,2024-08-13,Standard,Lagos,1,0,8000
C00551,2024-04-15,2024-09-12,Standard,Lagos,1,1000,7000
C00551,2024-04-15,2024-10-12,Standard,Lagos,1,0,8000
C00551,2024-04-15,2024-11-11,Premium,Lagos,0,1000,0
C00551,2024-04-15,2024-12-11,Premium,Lagos,1,0,12000
C00552,2024-04-14,2024-04-14,Basic,Port Harcourt,1,500,4500
C00552,2024-04-14,2024-05-14,Basic,Port Harcourt,1,0,5000
C00552,2024-04-14,2024-06-13,Standard,Port Harcourt,1,0,8000
C00552,2024-04-14,2024-07-13,Standard,Port Harcourt,1,0,8000
C00552,2024-04-14,2024-08-12,Standard,Port Harcourt,1,0,8000
C00552,2024-04-14,2024-09-11,Premium,Port Harcourt,1,1000,11000
C00552,2024-04-14,2024-10-11,Premium,Port Harcourt,1,500,11500
C00552,2024-04-14,2024-11-10,Premium,Port Harcourt,1,0,12000
C00552,2024-04-14,2024-12-10,Premium,Port Harcourt,1,0,12000
C00553,2024-08-11,2024-08-11,Standard,Port Harcourt,0,0,0
C00554,2024-03-11,2024-03-11,Standard,Kano,1,0,8000
C00554,2024-03-11,2024-04-10,Standard,Kano,1,0,8000
C00554,2024-03-11,2024-05-10,Standard,Kano,1,0,8000
C00554,2024-03-11,2024-06-09,Standard,Kano,1,0,8000
C00554,2024-03-11,2024-07-09,Standard,Kano,1,500,7500
C00554,2024-03-11,2024-08-08,Standard,Kano,1,500,7500
C00554,2024-03-11,2024-09-07,Standard,Kano,0,0,0
C00554,2024-03-11,2024-10-07,Standard,Kano,1,500,7500
C00554,2024-03-11,2024-11-06,Standard,Kano,1,0,8000
C00554,2024-03-11,2024-12-06,Standard,Kano,1,0,8000
C00555,2024-07-04,2024-07-04,Premium,Kano,1,1000,11000
C00555,2024-07-04,2024-08-03,Premium,Kano,1,500,11500
C00555,2024-07-04,2024-09-02,Premium,Kano,1,0,12000
C00555,2024-07-04,2024-10-02,Premium,Kano,0,0,0
C00555,2024-07-04,2024-11-01,Premium,Kano,1,0,12000
C00555,2024-07-04,2024-12-01,Premium,Kano,1,0,12000
C00555,2024-07-04,2024-12-31,Premium,Kano,0,0,0
C00556,2024-07-14,2024-07-14,Basic,Kano,0,0,0
C00556,2024-07-14,2024-08-13,Basic,Kano,1,0,5000
C00556,2024-07-14,2024-09-12,Basic,Kano,0,0,0
C00556,2024-07-14,2024-10-12,Basic,Kano,1,2000,3000
C00556,2024-07-14,2024-11-11,Basic,Kano,1,2000,3000
C00556,2024-07-14,2024-12-11,Basic,Kano,1,0,5000
C00557,2024-09-07,2024-09-07,Basic,Port Harcourt,1,0,5000
C00557,2024-09-07,2024-10-07,Basic,Port Harcourt,1,0,5000
C00557,2024-09-07,2024-11-06,Basic,Port Harcourt,1,1000,4000
C00557,2024-09-07,2024-12-06,Basic,Port Harcourt,0,500,0
C00558,2024-05-15,2024-05-15,Basic,Kano,1,1000,4000
C00558,2024-05-15,2024-06-14,Basic,Kano,1,0,5000
C00558,2024-05-15,2024-07-14,Basic,Kano,0,0,0
C00558,2024-05-15,2024-08-13,Basic,Kano,1,0,5000
C00558,2024-05-15,2024-09-12,Basic,Kano,1,1000,4000
C00558,2024-05-15,2024-10-12,Basic,Kano,0,0,0
C00559,2024-03-28,2024-03-28,Basic,Abuja,1,0,5000
C00559,2024-03-28,2024-04-27,Basic,Abuja,0,0,0
C00560,2024-01-03,2024-01-03,Premium,Lagos,1,0,12000
C00560,2024-01-03,2024-02-02,Premium,Lagos,1,1000,11000
C00560,2024-01-03,2024-03-03,Premium,Lagos,1,500,11500
C00560,2024-01-03,2024-04-02,Premium,Lagos,1,0,12000
C00560,2024-01-03,2024-05-02,Premium,Lagos,1,0,12000
C00560,2024-01-03,2024-06-01,Premium,Lagos,1,1000,11000
C00560,2024-01-03,2024-07-01,Premium,Lagos,1,1000,11000
C00560,2024-01-03,2024-07-31,Premium,Lagos,1,500,11500
C00560,2024-01-03,2024-08-30,Premium,Lagos,1,500,11500
C00560,2024-01-03,2024-09-29,Premium,Lagos,1,0,12000
C00560,2024-01-03,2024-10-29,Premium,Lagos,1,1000,11000
C00560,2024-01-03,2024-11-28,Premium,Lagos,1,0,12000
C00560,2024-01-03,2024-12-28,Premium,Lagos,1,500,11500
C00561,2024-08-07,2024-08-07,Standard,Port Harcourt,1,500,7500
C00561,2024-08-07,2024-09-06,Standard,Port Harcourt,1,0,8000
C00561,2024-08-07,2024-10-06,Standard,Port Harcourt,1,0,8000
C00561,2024-08-07,2024-11-05,Standard,Port Harcourt,1,500,7500
C00561,2024-08-07,2024-12-05,Standard,Port Harcourt,1,500,7500
C00562,2024-10-24,2024-10-24,Standard,Lagos,0,0,0
C00563,2024-05-25,2024-05-25,Standard,Lagos,1,0,8000
C00563,2024-05-25,2024-06-24,Standard,Lagos,1,0,8000
C00563,2024-05-25,2024-07-24,Standard,Lagos,0,1000,0
C00564,2024-03-05,2024-03-05,Standard,Port Harcourt,1,500,7500
C00564,2024-03-05,2024-04-04,Standard,Port Harcourt,1,0,8000
C00564,2024-03-05,2024-05-04,Standard,Port Harcourt,1,1000,7000
C00564,2024-03-05,2024-06-03,Standard,Port Harcourt,1,0,8000
C00564,2024-03-05,2024-07-03,Standard,Port Harcourt,1,1000,7000
C00564,2024-03-05,2024-08-02,Standard,Port Harcourt,0,1000,0
C00565,2024-05-16,2024-05-16,Premium,Lagos,1,1000,11000
C00565,2024-05-16,2024-06-15,Premium,Lagos,1,1000,11000
C00565,2024-05-16,2024-07-15,Premium,Lagos,1,2000,10000
C00565,2024-05-16,2024-08-14,Premium,Lagos,1,1000,11000
C00565,2024-05-16,2024-09-13,Premium,Lagos,1,0,12000
C00565,2024-05-16,2024-10-13,Premium,Lagos,0,0,0
C00565,2024-05-16,2024-11-12,Premium,Lagos,1,500,11500
C00565,2024-05-16,2024-12-12,Premium,Lagos,1,0,12000
C00566,2024-03-22,2024-03-22,Basic,Lagos,1,500,4500
C00566,2024-03-22,2024-04-21,Basic,Lagos,1,0,5000
C00566,2024-03-22,2024-05-21,Basic,Lagos,1,500,4500
C00566,2024-03-22,2024-06-20,Basic,Lagos,1,0,5000
C00566,2024-03-22,2024-07-20,Basic,Lagos,1,2000,3000
C00566,2024-03-22,2024-08-19,Basic,Lagos,1,1000,4000
C00566,2024-03-22,2024-09-18,Basic,Lagos,1,0,5000
C00566,2024-03-22,2024-10-18,Basic,Lagos,1,1000,4000
C00566,2024-03-22,2024-11-17,Basic,Lagos,1,0,5000
C00566,2024-03-22,2024-12-17,Basic,Lagos,1,0,5000
C00567,2024-10-03,2024-10-03,Basic,Port Harcourt,1,0,5000
C00567,2024-10-03,2024-11-02,Basic,Port Harcourt,0,0,0
C00567,2024-10-03,2024-12-02,Basic,Port Harcourt,1,0,5000
C00568,2024-08-28,2024-08-28,Basic,Port Harcourt,1,0,5000
C00568,2024-08-28,2024-09-27,Basic,Port Harcourt,1,500,4500
C00568,2024-08-28,2024-10-27,Basic,Port Harcourt,1,0,5000
C00568,2024-08-28,2024-11-26,Basic,Port Harcourt,1,0,5000
C00568,2024-08-28,2024-12-26,Basic,Port Harcourt,1,0,5000
C00569,2024-08-07,2024-08-07,Basic,Port Harcourt,1,0,5000
C00569,2024-08-07,2024-09-06,Basic,Port Harcourt,0,0,0
C00570,2024-03-08,2024-03-08,Basic,Port Harcourt,1,500,4500
C00570,2024-03-08,2024-04-07,Basic,Port Harcourt,1,0,5000
C00570,2024-03-08,2024-05-07,Basic,Port Harcourt,0,0,0
C00571,2024-05-10,2024-05-10,Basic,Abuja,1,0,5000
C00571,2024-05-10,2024-06-09,Basic,Abuja,1,2000,3000
C00571,2024-05-10,2024-07-09,Basic,Abuja,1,0,5000
C00571,2024-05-10,2024-08-08,Basic,Abuja,1,0,5000
C00571,2024-05-10,2024-09-07,Standard,Abuja,1,0,8000
C00571,2024-05-10,2024-10-07,Standard,Abuja,1,0,8000
C00571,2024-05-10,2024-11-06,Standard,Abuja,1,0,8000
C00571,2024-05-10,2024-12-06,Standard,Abuja,1,0,8000
C00572,2024-04-16,2024-04-16,Basic,Kano,1,0,5000
C00572,2024-04-16,2024-05-16,Basic,Kano,1,0,5000
C00572,2024-04-16,2024-06-15,Basic,Kano,1,0,5000
C00572,2024-04-16,2024-07-15,Basic,Kano,0,1000,0
C00573,2024-10-20,2024-10-20,Basic,Lagos,1,0,5000
C00573,2024-10-20,2024-11-19,Basic,Lagos,1,500,4500
C00573,2024-10-20,2024-12-19,Basic,Lagos,1,0,5000
C00574,2024-07-04,2024-07-04,Basic,Port Harcourt,1,0,5000
C00574,2024-07-04,2024-08-03,Basic,Port Harcourt,1,500,4500
C00574,2024-07-04,2024-09-02,Basic,Port Harcourt,1,0,5000
C00574,2024-07-04,2024-10-02,Basic,Port Harcourt,1,2000,3000
C00574,2024-07-04,2024-11-01,Basic,Port Harcourt,1,0,5000
C00574,2024-07-04,2024-12-01,Basic,Port Harcourt,0,0,0
C00575,2024-08-07,2024-08-07,Premium,Kano,1,0,12000
C00575,2024-08-07,2024-09-06,Premium,Kano,1,1000,11000
C00575,2024-08-07,2024-10-06,Premium,Kano,1,2000,10000
C00575,2024-08-07,2024-11-05,Premium,Kano,1,0,12000
C00575,2024-08-07,2024-12-05,Premium,Kano,1,0,12000
C00576,2024-10-01,2024-10-01,Standard,Lagos,1,1000,7000
C00576,2024-10-01,2024-10-31,Standard,Lagos,1,1000,7000
C00576,2024-10-01,2024-11-30,Standard,Lagos,1,0,8000
C00576,2024-10-01,2024-12-30,Standard,Lagos,1,1000,7000
C00577,2024-09-28,2024-09-28,Basic,Port Harcourt,1,1000,4000
C00577,2024-09-28,2024-10-28,Premium,Port Harcourt,1,0,12000
C00577,2024-09-28,2024-11-27,Premium,Port Harcourt,1,1000,11000
C00577,2024-09-28,2024-12-27,Premium,Port Harcourt,1,500,11500
C00578,2024-10-16,2024-10-16,Premium,Abuja,1,0,12000
C00578,2024-10-16,2024-11-15,Premium,Abuja,0,0,0
C00579,2024-03-06,2024-03-06,Standard,Kano,1,500,7500
C00579,2024-03-06,2024-04-05,Standard,Kano,1,0,8000
C00579,2024-03-06,2024-05-05,Standard,Kano,0,0,0
C00579,2024-03-06,2024-06-04,Standard,Kano,1,0,8000
C00579,2024-03-06,2024-07-04,Standard,Kano,1,0,8000
C00579,2024-03-06,2024-08-03,Standard,Kano,1,0,8000
C00579,2024-03-06,2024-09-02,Standard,Kano,1,500,7500
C00579,2024-03-06,2024-10-02,Standard,Kano,1,2000,6000
C00579,2024-03-06,2024-11-01,Standard,Kano,1,2000,6000
C00579,2024-03-06,2024-12-01,Standard,Kano,1,1000,7000
C00579,2024-03-06,2024-12-31,Standard,Kano,1,0,8000
C00580,2024-04-30,2024-04-30,Standard,Abuja,1,1000,7000
C00580,2024-04-30,2024-05-30,Standard,Abuja,1,0,8000
C00580,2024-04-30,2024-06-29,Standard,Abuja,1,1000,7000
C00580,2024-04-30,2024-07-29,Standard,Abuja,1,0,8000
C00580,2024-04-30,2024-08-28,Standard,Abuja,0,0,0
C00580,2024-04-30,2024-09-27,Standard,Abuja,1,500,7500
C00580,2024-04-30,2024-10-27,Standard,Abuja,1,0,8000
C00580,2024-04-30,2024-11-26,Standard,Abuja,1,0,8000
C00580,2024-04-30,2024-12-26,Standard,Abuja,1,0,8000
C00581,2024-07-31,2024-07-31,Basic,Port Harcourt,1,0,5000
C00581,2024-07-31,2024-08-30,Basic,Port Harcourt,1,0,5000
C00581,2024-07-31,2024-09-29,Basic,Port Harcourt,1,0,5000
C00581,2024-07-31,2024-10-29,Basic,Port Harcourt,0,0,0
C00582,2024-09-07,2024-09-07,Basic,Lagos,1,0,5000
C00582,2024-09-07,2024-10-07,Basic,Lagos,1,0,5000
C00582,2024-09-07,2024-11-06,Basic,Lagos,1,1000,4000
C00582,2024-09-07,2024-12-06,Basic,Lagos,0,0,0
C00583,2024-06-16,2024-06-16,Basic,Port Harcourt,0,1000,0
C00583,2024-06-16,2024-07-16,Basic,Port Harcourt,1,0,5000
C00583,2024-06-16,2024-08-15,Basic,Port Harcourt,1,1000,4000
C00583,2024-06-16,2024-09-14,Basic,Port Harcourt,1,0,5000
C00583,2024-06-16,2024-10-14,Basic,Port Harcourt,1,500,4500
C00583,2024-06-16,2024-11-13,Basic,Port Harcourt,1,0,5000
C00583,2024-06-16,2024-12-13,Basic,Port Harcourt,1,0,5000
C00584,2024-01-24,2024-01-24,Basic,Lagos,1,500,4500
C00584,2024-01-24,2024-02-23,Basic,Lagos,1,500,4500
C00584,2024-01-24,2024-03-24,Basic,Lagos,1,0,5000
C00584,2024-01-24,2024-04-23,Basic,Lagos,1,1000,4000
C00584,2024-01-24,2024-05-23,Basic,Lagos,1,0,5000
C00584,2024-01-24,2024-06-22,Basic,Lagos,1,0,5000
C00584,2024-01-24,2024-07-22,Basic,Lagos,1,1000,4000
C00584,2024-01-24,2024-08-21,Basic,Lagos,1,500,4500
C00584,2024-01-24,2024-09-20,Basic,Lagos,1,0,5000
C00584,2024-01-24,2024-10-20,Basic,Lagos,1,0,5000
C00584,2024-01-24,2024-11-19,Basic,Lagos,1,500,4500
C00584,2024-01-24,2024-12-19,Basic,Lagos,1,500,4500
C00585,2024-09-06,2024-09-06,Standard,Lagos,1,1000,7000
C00585,2024-09-06,2024-10-06,Standard,Lagos,1,0,8000
C00585,2024-09-06,2024-11-05,Standard,Lagos,1,0,8000
C00585,2024-09-06,2024-12-05,Standard,Lagos,1,0,8000
C00586,2024-06-17,2024-06-17,Standard,Kano,1,500,7500
C00586,2024-06-17,2024-07-17,Standard,Kano,1,0,8000
C00586,2024-06-17,2024-08-16,Standard,Kano,1,0,8000
C00586,2024-06-17,2024-09-15,Standard,Kano,1,0,8000
C00586,2024-06-17,2024-10-15,Standard,Kano,1,0,8000
C00586,2024-06-17,2024-11-14,Standard,Kano,1,0,8000
C00586,2024-06-17,2024-12-14,Standard,Kano,1,0,8000
C00587,2024-05-12,2024-05-12,Premium,Lagos,1,500,11500
C00587,2024-05-12,2024-06-11,Premium,Lagos,1,0,12000
C00587,2024-05-12,2024-07-11,Premium,Lagos,1,0,12000
C00587,2024-05-12,2024-08-10,Premium,Lagos,1,500,11500
C00587,2024-05-12,2024-09-09,Premium,Lagos,1,0,12000
C00587,2024-05-12,2024-10-09,Premium,Lagos,1,0,12000
C00587,2024-05-12,2024-11-08,Standard,Lagos,1,500,7500
C00587,2024-05-12,2024-12-08,Standard,Lagos,1,0,8000
C00588,2024-08-04,2024-08-04,Basic,Port Harcourt,1,0,5000
C00588,2024-08-04,2024-09-03,Basic,Port Harcourt,1,0,5000
C00588,2024-08-04,2024-10-03,Basic,Port Harcourt,1,0,5000
C00588,2024-08-04,2024-11-02,Basic,Port Harcourt,1,0,5000
C00588,2024-08-04,2024-12-02,Basic,Port Harcourt,1,0,5000
C00589,2024-09-11,2024-09-11,Basic,Kano,1,0,5000
C00589,2024-09-11,2024-10-11,Basic,Kano,1,0,5000
C00589,2024-09-11,2024-11-10,Basic,Kano,1,0,5000
C00589,2024-09-11,2024-12-10,Basic,Kano,1,0,5000
C00590,2024-07-12,2024-07-12,Basic,Abuja,1,0,5000
C00590,2024-07-12,2024-08-11,Basic,Abuja,0,0,0
C00590,2024-07-12,2024-09-10,Basic,Abuja,1,0,5000
C00590,2024-07-12,2024-10-10,Basic,Abuja,1,500,4500
C00590,2024-07-12,2024-11-09,Premium,Abuja,1,1000,11000
C00590,2024-07-12,2024-12-09,Premium,Abuja,0,0,0
C00591,2024-06-24,2024-06-24,Premium,Abuja,1,0,12000
C00591,2024-06-24,2024-07-24,Premium,Abuja,1,0,12000
C00591,2024-06-24,2024-08-23,Premium,Abuja,1,0,12000
C00591,2024-06-24,2024-09-22,Premium,Abuja,0,0,0
C00591,2024-06-24,2024-10-22,Premium,Abuja,1,0,12000
C00591,2024-06-24,2024-11-21,Standard,Abuja,1,0,8000
C00591,2024-06-24,2024-12-21,Standard,Abuja,1,500,7500
C00592,2024-03-27,2024-03-27,Premium,Lagos,1,0,12000
C00592,2024-03-27,2024-04-26,Premium,Lagos,1,0,12000
C00592,2024-03-27,2024-05-26,Premium,Lagos,1,0,12000
C00592,2024-03-27,2024-06-25,Premium,Lagos,1,0,12000
C00592,2024-03-27,2024-07-25,Premium,Lagos,1,500,11500
C00592,2024-03-27,2024-08-24,Premium,Lagos,1,0,12000
C00592,2024-03-27,2024-09-23,Premium,Lagos,1,2000,10000
C00592,2024-03-27,2024-10-23,Premium,Lagos,1,0,12000
C00592,2024-03-27,2024-11-22,Premium,Lagos,1,0,12000
C00592,2024-03-27,2024-12-22,Premium,Lagos,1,0,12000
C00593,2024-06-28,2024-06-28,Basic,Kano,1,500,4500
C00593,2024-06-28,2024-07-28,Basic,Kano,1,0,5000
C00593,2024-06-28,2024-08-27,Basic,Kano,1,0,5000
C00593,2024-06-28,2024-09-26,Basic,Kano,1,2000,3000
C00593,2024-06-28,2024-10-26,Basic,Kano,1,0,5000
C00593,2024-06-28,2024-11-25,Basic,Kano,1,0,5000
C00593,2024-06-28,2024-12-25,Basic,Kano,1,0,5000
C00594,2024-04-11,2024-04-11,Basic,Kano,1,1000,4000
C00594,2024-04-11,2024-05-11,Basic,Kano,1,0,5000
C00594,2024-04-11,2024-06-10,Basic,Kano,1,500,4500
C00594,2024-04-11,2024-07-10,Basic,Kano,0,0,0
C00594,2024-04-11,2024-08-09,Basic,Kano,1,0,5000
C00594,2024-04-11,2024-09-08,Basic,Kano,1,1000,4000
C00594,2024-04-11,2024-10-08,Basic,Kano,1,500,4500
C00594,2024-04-11,2024-11-07,Basic,Kano,1,0,5000
C00594,2024-04-11,2024-12-07,Basic,Kano,1,0,5000
C00595,2024-07-14,2024-07-14,Premium,Kano,1,0,12000
C00595,2024-07-14,2024-08-13,Premium,Kano,1,0,12000
C00595,2024-07-14,2024-09-12,Premium,Kano,1,0,12000
C00595,2024-07-14,2024-10-12,Premium,Kano,1,0,12000
C00595,2024-07-14,2024-11-11,Premium,Kano,1,2000,10000
C00595,2024-07-14,2024-12-11,Premium,Kano,1,0,12000
C00596,2024-01-29,2024-01-29,Standard,Lagos,1,0,8000
C00596,2024-01-29,2024-02-28,Standard,Lagos,1,500,7500
C00596,2024-01-29,2024-03-29,Standard,Lagos,1,1000,7000
C00596,2024-01-29,2024-04-28,Standard,Lagos,1,1000,7000
C00596,2024-01-29,2024-05-28,Standard,Lagos,1,0,8000
C00596,2024-01-29,2024-06-27,Standard,Lagos,1,2000,6000
C00596,2024-01-29,2024-07-27,Standard,Lagos,1,1000,7000
C00596,2024-01-29,2024-08-26,Standard,Lagos,1,1000,7000
C00596,2024-01-29,2024-09-25,Standard,Lagos,1,0,8000
C00596,2024-01-29,2024-10-25,Standard,Lagos,1,0,8000
C00596,2024-01-29,2024-11-24,Standard,Lagos,1,500,7500
C00596,2024-01-29,2024-12-24,Standard,Lagos,1,500,7500
C00597,2024-04-15,2024-04-15,Basic,Kano,0,0,0
C00598,2024-07-15,2024-07-15,Premium,Kano,1,0,12000
C00598,2024-07-15,2024-08-14,Premium,Kano,1,0,12000
C00598,2024-07-15,2024-09-13,Premium,Kano,1,0,12000
C00598,2024-07-15,2024-10-13,Premium,Kano,1,0,12000
C00598,2024-07-15,2024-11-12,Premium,Kano,1,0,12000
C00598,2024-07-15,2024-12-12,Premium,Kano,1,0,12000
C00599,2024-10-14,2024-10-14,Premium,Abuja,1,1000,11000
C00599,2024-10-14,2024-11-13,Premium,Abuja,0,1000,0
C00600,2024-03-28,2024-03-28,Premium,Lagos,0,500,0
C00600,2024-03-28,2024-04-27,Premium,Lagos,0,1000,0
C00601,2024-10-05,2024-10-05,Basic,Abuja,1,1000,4000
C00601,2024-10-05,2024-11-04,Basic,Abuja,1,0,5000
C00601,2024-10-05,2024-12-04,Basic,Abuja,1,0,5000
C00602,2024-08-17,2024-08-17,Basic,Lagos,1,2000,3000
C00602,2024-08-17,2024-09-16,Basic,Lagos,1,0,5000
C00602,2024-08-17,2024-10-16,Basic,Lagos,1,1000,4000
C00602,2024-08-17,2024-11-15,Basic,Lagos,1,0,5000
C00602,2024-08-17,2024-12-15,Basic,Lagos,1,0,5000
C00603,2024-01-13,2024-01-13,Standard,Lagos,1,1000,7000
C00603,2024-01-13,2024-02-12,Standard,Lagos,0,0,0
C00603,2024-01-13,2024-03-13,Standard,Lagos,1,2000,6000
C00603,2024-01-13,2024-04-12,Standard,Lagos,1,500,7500
C00603,2024-01-13,2024-05-12,Standard,Lagos,1,500,7500
C00603,2024-01-13,2024-06-11,Standard,Lagos,1,0,8000
C00603,2024-01-13,2024-07-11,Standard,Lagos,0,2000,0
C00604,2024-09-25,2024-09-25,Premium,Port Harcourt,1,2000,10000
C00604,2024-09-25,2024-10-25,Premium,Port Harcourt,1,0,12000
C00604,2024-09-25,2024-11-24,Standard,Port Harcourt,1,1000,7000
C00604,2024-09-25,2024-12-24,Standard,Port Harcourt,1,0,8000
C00605,2024-06-24,2024-06-24,Basic,Port Harcourt,1,1000,4000
C00605,2024-06-24,2024-07-24,Basic,Port Harcourt,1,0,5000
C00605,2024-06-24,2024-08-23,Basic,Port Harcourt,0,1000,0
C00606,2024-05-23,2024-05-23,Basic,Port Harcourt,1,0,5000
C00606,2024-05-23,2024-06-22,Basic,Port Harcourt,1,1000,4000
C00606,2024-05-23,2024-07-22,Premium,Port Harcourt,1,500,11500
C00606,2024-05-23,2024-08-21,Premium,Port Harcourt,1,500,11500
C00606,2024-05-23,2024-09-20,Premium,Port Harcourt,1,0,12000
C00606,2024-05-23,2024-10-20,Premium,Port Harcourt,1,0,12000
C00606,2024-05-23,2024-11-19,Premium,Port Harcourt,1,0,12000
C00606,2024-05-23,2024-12-19,Premium,Port Harcourt,1,0,12000
C00607,2024-07-03,2024-07-03,Premium,Abuja,1,2000,10000
C00607,2024-07-03,2024-08-02,Premium,Abuja,1,1000,11000
C00607,2024-07-03,2024-09-01,Premium,Abuja,1,0,12000
C00607,2024-07-03,2024-10-01,Premium,Abuja,1,0,12000
C00607,2024-07-03,2024-10-31,Premium,Abuja,1,500,11500
C00607,2024-07-03,2024-11-30,Premium,Abuja,1,0,12000
C00607,2024-07-03,2024-12-30,Premium,Abuja,1,500,11500
C00608,2024-05-08,2024-05-08,Standard,Kano,1,0,8000
C00608,2024-05-08,2024-06-07,Standard,Kano,1,500,7500
C00608,2024-05-08,2024-07-07,Standard,Kano,1,0,8000
C00608,2024-05-08,2024-08-06,Standard,Kano,1,0,8000
C00608,2024-05-08,2024-09-05,Standard,Kano,1,0,8000
C00608,2024-05-08,2024-10-05,Standard,Kano,1,500,7500
C00608,2024-05-08,2024-11-04,Standard,Kano,1,1000,7000
C00608,2024-05-08,2024-12-04,Standard,Kano,1,0,8000
C00609,2024-07-10,2024-07-10,Basic,Abuja,1,1000,4000
C00609,2024-07-10,2024-08-09,Basic,Abuja,1,0,5000
C00609,2024-07-10,2024-09-08,Basic,Abuja,0,0,0
C00609,2024-07-10,2024-10-08,Basic,Abuja,1,0,5000
C00609,2024-07-10,2024-11-07,Basic,Abuja,1,0,5000
C00609,2024-07-10,2024-12-07,Basic,Abuja,1,500,4500
C00610,2024-04-21,2024-04-21,Basic,Lagos,1,0,5000
C00610,2024-04-21,2024-05-21,Basic,Lagos,1,0,5000
C00610,2024-04-21,2024-06-20,Basic,Lagos,1,500,4500
C00610,2024-04-21,2024-07-20,Premium,Lagos,1,0,12000
C00610,2024-04-21,2024-08-19,Premium,Lagos,1,0,12000
C00610,2024-04-21,2024-09-18,Premium,Lagos,1,0,12000
C00610,2024-04-21,2024-10-18,Premium,Lagos,1,0,12000
C00610,2024-04-21,2024-11-17,Premium,Lagos,1,0,12000
C00610,2024-04-21,2024-12-17,Premium,Lagos,1,0,12000
C00611,2024-03-20,2024-03-20,Premium,Kano,1,0,12000
C00611,2024-03-20,2024-04-19,Premium,Kano,1,1000,11000
C00611,2024-03-20,2024-05-19,Premium,Kano,1,0,12000
C00611,2024-03-20,2024-06-18,Premium,Kano,1,500,11500
C00611,2024-03-20,2024-07-18,Premium,Kano,1,0,12000
C00611,2024-03-20,2024-08-17,Premium,Kano,1,500,11500
C00611,2024-03-20,2024-09-16,Premium,Kano,1,1000,11000
C00611,2024-03-20,2024-10-16,Premium,Kano,1,500,11500
C00611,2024-03-20,2024-11-15,Premium,Kano,1,500,11500
C00611,2024-03-20,2024-12-15,Standard,Kano,1,0,8000
C00612,2024-07-18,2024-07-18,Basic,Lagos,1,500,4500
C00612,2024-07-18,2024-08-17,Basic,Lagos,1,500,4500
C00612,2024-07-18,2024-09-16,Basic,Lagos,1,0,5000
C00612,2024-07-18,2024-10-16,Basic,Lagos,1,0,5000
C00612,2024-07-18,2024-11-15,Standard,Lagos,1,0,8000
C00612,2024-07-18,2024-12-15,Standard,Lagos,1,0,8000
C00613,2024-10-22,2024-10-22,Standard,Lagos,1,2000,6000
C00613,2024-10-22,2024-11-21,Standard,Lagos,1,2000,6000
C00613,2024-10-22,2024-12-21,Standard,Lagos,1,500,7500
C00614,2024-05-16,2024-05-16,Standard,Kano,1,2000,6000
C00614,2024-05-16,2024-06-15,Standard,Kano,1,0,8000
C00614,2024-05-16,2024-07-15,Standard,Kano,1,0,8000
C00614,2024-05-16,2024-08-14,Standard,Kano,1,0,8000
C00614,2024-05-16,2024-09-13,Standard,Kano,1,0,8000
C00614,2024-05-16,2024-10-13,Standard,Kano,1,0,8000
C00614,2024-05-16,2024-11-12,Standard,Kano,1,0,8000
C00614,2024-05-16,2024-12-12,Standard,Kano,1,0,8000
C00615,2024-06-01,2024-06-01,Premium,Abuja,1,0,12000
C00615,2024-06-01,2024-07-01,Premium,Abuja,1,1000,11000
C00615,2024-06-01,2024-07-31,Basic,Abuja,1,500,4500
C00615,2024-06-01,2024-08-30,Basic,Abuja,1,1000,4000
C00615,2024-06-01,2024-09-29,Basic,Abuja,1,0,5000
C00615,2024-06-01,2024-10-29,Basic,Abuja,1,2000,3000
C00615,2024-06-01,2024-11-28,Basic,Abuja,1,500,4500
C00615,2024-06-01,2024-12-28,Basic,Abuja,0,0,0
C00616,2024-06-16,2024-06-16,Basic,Kano,1,1000,4000
C00616,2024-06-16,2024-07-16,Basic,Kano,1,0,5000
C00616,2024-06-16,2024-08-15,Basic,Kano,1,0,5000
C00616,2024-06-16,2024-09-14,Basic,Kano,1,2000,3000
C00616,2024-06-16,2024-10-14,Basic,Kano,1,0,5000
C00616,2024-06-16,2024-11-13,Basic,Kano,1,0,5000
C00616,2024-06-16,2024-12-13,Basic,Kano,0,0,0
C00617,2024-02-15,2024-02-15,Standard,Port Harcourt,1,2000,6000
C00617,2024-02-15,2024-03-16,Standard,Port Harcourt,1,0,8000
C00617,2024-02-15,2024-04-15,Standard,Port Harcourt,1,0,8000
C00617,2024-02-15,2024-05-15,Standard,Port Harcourt,1,0,8000
C00617,2024-02-15,2024-06-14,Standard,Port Harcourt,1,0,8000
C00617,2024-02-15,2024-07-14,Standard,Port Harcourt,1,0,8000
C00617,2024-02-15,2024-08-13,Standard,Port Harcourt,1,500,7500
C00617,2024-02-15,2024-09-12,Standard,Port Harcourt,1,0,8000
C00617,2024-02-15,2024-10-12,Standard,Port Harcourt,1,0,8000
